id|utterance|description|emotion|date_created|status|gender|age|level|audio_recording|user_id
1102|How can we efficiently purify water using the least amount of energy?|In an {emotion} voice, {user_id} says {transcription}. emphasising on {we}.|Neutral|2022-08-10 14:12:08.694275|Complete|Female|20s|0|wavs/recorded_audio_74DlP9M.webm|3
1103|She was not here last night.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {She}, {not} and {last night}.|Angry|2022-08-10 14:12:47.449119|Complete|Female|20s|9|wavs/recorded_audio_DkkGakk.webm|3
1104|How much would you estimate to fit a new shower?|In an {emotion} voice, {user_id} says {transcription}. emphasising on {How much}, {estimate} and {new shower}.|Excited|2022-08-10 14:13:06.857084|Complete|Female|20s|9|wavs/recorded_audio_Pe3Ayrh.webm|3
1105|The field did not yield many crops.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {field} and {not yield}.|Neutral|2022-08-10 14:13:32.436712|Complete|Female|20s|0|wavs/recorded_audio_FtPLAaG.webm|3
1106|All winners to date have been British.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {to date}.|Happy|2022-08-10 14:13:50.710118|Complete|Female|20s|3|wavs/recorded_audio_qkVivqd.webm|3
1107|The music video features clips of the band's past music videos, concerts, and tours.|Placing emphasis on {features clips}, {band's} and {music videos, concerts, and tours}, {user_id} said {transcription}, in an {emotion} voice.|Angry|2022-08-10 14:14:24.086452|Complete|Female|20s|8|wavs/recorded_audio_fb1tdYU.webm|3
1108|Gross, he was taught by his father, Jacob Gross.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {by his father}.|Neutral|2022-08-10 14:15:04.777267|Complete|Female|20s|0|wavs/recorded_audio_pcFiv3B.webm|3
1109|The mortality was very high among the coolies and abuse was common.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {mortality}, {very} and {abuse}.|Excited|2022-08-10 14:15:33.017662|Complete|Female|20s|7|wavs/recorded_audio_LAYZtF4.webm|3
1110|He replaced Frenchman Bernard Simondi.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Frenchman}.|Angry|2022-08-10 14:16:46.838279|Complete|Female|20s|9|wavs/recorded_audio_SJZAD7M.webm|3
1111|Hill was orphaned as a toddler and raised by her grandparents.|Placing emphasis on {and}, {user_id} said {transcription}, in an {emotion} voice.|Happy|2022-08-10 14:17:16.435540|Complete|Female|20s|0|wavs/recorded_audio_0rJ1um4.webm|3
1112|Bows and crossbows are not regulated items in Finland, while pepper spray is.|Placing emphasis on {and}, {Finland} and {pepper spray is}, {user_id} said {transcription}, in an {emotion} voice.|Surprised|2022-08-10 14:17:57.853525|Complete|Female|20s|5|wavs/recorded_audio_frXlXlo.webm|3
1113|The Layene brotherhood is the third largest of the Muslim brotherhoods of Senegal.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {third largest} and {Muslim brotherhoods of Senegal}.|Surprised|2022-08-10 14:21:20.536993|Complete|Female|20s|6|wavs/recorded_audio_HAJ107h.webm|3
1114|Everybody knows you're a sweetheart.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {knows}.|Angry|2022-08-10 14:21:45.486118|Complete|Female|20s|8|wavs/recorded_audio_tT8JKpi.webm|3
1115|I'm not afraid of anything.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {not afraid}.|Angry|2022-08-10 14:22:13.970438|Complete|Female|20s|9|wavs/recorded_audio_fN0ILBC.webm|3
1116|They are currently underutilized but growing in use in the United States.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {underutilized}, {growing} and {United States}.|Disgust|2022-08-10 14:23:48.248055|Complete|Female|20s|2|wavs/recorded_audio_kRRyq9M.webm|3
1117|There is also a regular bus to Macquarie University and Macquarie shopping centre.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Macquarie University} and {shopping centre}.|Surprised|2022-08-10 14:26:07.968021|Complete|Female|20s|4|wavs/recorded_audio_7haeQeP.webm|3
1118|Phase-transfer catalysis is a special form of heterogeneous catalysis.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {catalysis}.|Neutral|2022-08-19 09:40:51.344509|Complete|Female|20s|0|wavs/recorded_audio_9oAobei.webm|3
1119|It spreads by users running an infected executable.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {spreads} and {infected}.|Neutral|2022-08-10 14:28:44.872347|Complete|Female|20s|0|wavs/recorded_audio_Ag2DSbI.webm|3
1120|This sense of the term is similar to death roll.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {similar} and {death roll}.|Surprised|2022-08-10 14:29:09.622782|Complete|Female|20s|5|wavs/recorded_audio_KSpcirP.webm|3
1121|He specialized in both in naval artillery and in navigation.|Placing emphasis on {naval artillery} and {and}, {user_id} said {transcription}, in an {emotion} voice.|Excited|2022-08-10 14:29:46.785692|Complete|Female|20s|7|wavs/recorded_audio_yF2h9Sy.webm|3
1122|In multiplayer, two to four people can pick the same character.|Placing emphasis on {two to four people} and {pick the same}, {user_id} said {transcription}, in an {emotion} voice.|Disgust|2022-08-10 14:30:18.478169|Complete|Female|20s|3|wavs/recorded_audio_R1b2LHp.webm|3
1123|"""San"" is sometimes used with company names."|"Placing emphasis on {""San""}, {user_id} said {transcription}, in an {emotion} voice."|Neutral|2022-08-10 14:30:46.225880|Complete|Female|20s|0|wavs/recorded_audio_QwWBamI.webm|3
1124|Certainly she locked her rings and necklaces away whilst I helped her undress.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {and} and {helped her undress}.|Disgust|2022-08-10 14:31:22.222730|Complete|Female|20s|2|wavs/recorded_audio_TsbQhdf.webm|3
1125|He knew the woman-criminal of his country — brutal, passionate, treacherous.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {He knew}.|Surprised|2022-08-10 14:32:51.635327|Complete|Female|20s|4|wavs/recorded_audio_mGfrYgW.webm|3
1126|It was a small chance but our only one.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {small}.|Disgust|2022-08-10 14:33:44.569109|Complete|Female|20s|0|wavs/recorded_audio_9H4Wu4T.webm|3
1127|Her spirit was broken by the horrors of the night's adventure.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {broken}, {horrors} and {night's adventure.}.|Surprised|2022-08-10 14:34:50.193445|Complete|Female|20s|3|wavs/recorded_audio_qd88htb.webm|3
1128|Membership of the club is strictly by nomination and election only.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {club}, {strictly} and {nomination and election only}.|Angry|2022-08-19 09:41:49.075071|Complete|Female|20s|8|wavs/recorded_audio_y0bd4nx.webm|3
1129|Howard attended the University of Oklahoma, where he went to drama school.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {University of Oklahoma} and {drama school}.|Surprised|2022-08-19 09:42:14.999539|Complete|Female|20s|5|wavs/recorded_audio_QYwhW0v.webm|3
1130|Shatner hired Herman Zimmerman as production designer.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {hired} and {production designer}.|Angry|2022-08-19 09:44:17.291082|Complete|Female|20s|8|wavs/recorded_audio_8YiU4IU.webm|3
1131|Considered a heretic by the Hasidim.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {heretic}.|Happy|2022-08-19 09:46:09.761087|Complete|Female|20s|3|wavs/recorded_audio_kbKkmQo.webm|3
1132|Doubt is the beginning, not the end of wisdom|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Doubt}, {beginning} and {not}.|Sad|2022-08-19 09:46:52.487914|Complete|Female|20s|8|wavs/recorded_audio_8LfSMo9.webm|3
1133|What is your progress?|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {your}.|Happy|2022-08-19 09:47:17.627040|Complete|Female|20s|2|wavs/recorded_audio_ujlraYC.webm|3
1134|An electrician knows how to solder.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {electrician} and {solder}.|Happy|2022-08-19 09:47:45.086329|Complete|Female|20s|1|wavs/recorded_audio_2dHgS8V.webm|3
1135|The latter received the prize just weeks before his death.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {latter received}, {prize}, {weeks} and {death}.|Angry|2022-08-19 09:48:10.227992|Complete|Female|20s|9|wavs/recorded_audio_BXS2576.webm|3
1136|As Thames Ditton is an intermediate station, facilities at the station are relatively limited.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Thames Ditton}, {intermediate station}, {facilities at} and {relatively}.|Surprised|2022-08-19 09:49:48.669669|Complete|Female|20s|4|wavs/recorded_audio_bG5ZKYt.webm|3
1137|The Royal Corps of Transport consisted of a number of different specialist trades.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Corps}, {Transport}, {number} and {specialist trades}.|Disgust|2022-08-19 09:50:21.396813|Complete|Female|20s|2|wavs/recorded_audio_nCK27Z5.webm|3
1138|The third issue has regarded the protection of minors.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {third} and {protection}.|Disgust|2022-08-19 09:50:44.795053|Complete|Female|20s|2|wavs/recorded_audio_dxcEeZ0.webm|3
1139|What had once been a three-month hike for many flatboaters, now took only days.|Placing emphasis on {once} and {days}, {user_id} said {transcription}, in an {emotion} voice.|Neutral|2022-08-19 09:51:34.195828|Complete|Female|20s|0|wavs/recorded_audio_cqngLL4.webm|3
1140|Personal, small business and commercial cards are available.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Personal}, {and}, {cards} and {available}.|Disgust|2022-08-19 09:52:05.310562|Complete|Female|20s|5|wavs/recorded_audio_BeWoDZl.webm|3
1141|Xinjiang became under virtual Soviet control.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {virtual Soviet control}.|Excited|2022-08-19 09:52:58.813769|Complete|Female|20s|8|wavs/recorded_audio_d6Yhhg2.webm|3
1142|He is considered a pioneer in Art Nouveau design.|Placing emphasis on {He is} and {design}, {user_id} said {transcription}, in an {emotion} voice.|Neutral|2022-08-19 09:54:08.693441|Complete|Female|20s|0|wavs/recorded_audio_rKyBDi5.webm|3
1143|I thought we'd agreed that you wouldn't actually be meeting him?|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {agreed}, {wouldn't actually] and {meeting him}.|Neutral|2022-08-19 09:54:33.595897|Complete|Female|20s|0|wavs/recorded_audio_rGGFiCJ.webm|3
1144|A brown and white dog chews on a tire.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {brown and} and {tire}.|Disgust|2022-08-19 09:55:14.903873|Complete|Female|20s|3|wavs/recorded_audio_gfI8NsN.webm|3
1145|People are squeezing through a space between rocks.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {People}, {squeezing} and {a space}.|Happy|2022-08-19 09:55:35.974316|Complete|Female|20s|2|wavs/recorded_audio_Ll04IFb.webm|3
1146|Two women and two children sit at a bus stop.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Two}, {and} and {sit at a}.|Sarcastic|2022-08-19 09:56:22.379435|Complete|Female|20s|0|wavs/recorded_audio_JbclwaZ.webm|3
1147|The Mathematics Building at Queens University Belfast, is named after him.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Mathematics}, {Queens}, {Belfast}, {named} and {him}.|Disgust|2022-08-19 09:57:48.654955|Complete|Female|20s|3|wavs/recorded_audio_zJfQqSL.webm|3
1148|The design was fairly conventional but unusual in some aspects.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {fairly conventional} and {unusual}.|Sarcastic|2022-08-19 09:58:15.163304|Complete|Female|20s|0|wavs/recorded_audio_vwKjOQf.webm|3
1149|For example, he is considered a co-founder of the neuron theory.|Placing emphasis on {he}, {considered} and {neuron theory}, {user_id} said {transcription}, in an {emotion} voice.|Sad|2022-08-19 09:59:16.259908|Complete|Female|20s|8|wavs/recorded_audio_HE2opws.webm|3
1150|At the time, it was widely believed that tuberculosis was an inherited disease.|Placing emphasis on {tuberculosis} and {inherited}, {user_id} said {transcription}, in an {emotion} voice.|Sad|2022-08-19 10:00:09.073226|Complete|Female|20s|9|wavs/recorded_audio_x7qZ10e.webm|3
1151|This causes him to forget about Kate's alter-ego and lose his powers.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {forget}, {alter-ego}, {and} and {powers}.|Sad|2022-08-19 10:00:38.395721|Complete|Female|20s|7|wavs/recorded_audio_bGsWflM.webm|3
1152|Education can also be defined as the process of becoming an educated person.|Placing emphasis on {Education}, {defined} and {educated}, {user_id} said {transcription}, in an {emotion} voice.|Surprised|2022-08-19 10:01:03.210428|Complete|Female|20s|5|wavs/recorded_audio_GCKGayv.webm|3
1153|Impiety in ancient civilizations was a civic concern, rather than religious.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Impiety}, {civic concern} and {rather}.|Happy|2022-08-19 10:02:04.829070|Complete|Female|20s|2|wavs/recorded_audio_v6qwjD3.webm|3
1154|These became the most popular school dictionaries in the United States.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Word} and {Word}.|Happy|2022-08-19 10:02:31.416349|Needs Updating|Female|20s|2|wavs/recorded_audio_UebYL5b.webm|3
1155|The area's early history was influenced by the Olmecs but had its own trajectory.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Olmecs}, {but} and {its own trajectory}.|Excited|2022-08-19 10:05:07.792931|Complete|Female|20s|9|wavs/recorded_audio_ddSbZbi.webm|3
1156|Coke and the company's founders jointly owned a stake in the company.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Coke} and {in the company}.|Angry|2022-08-19 10:05:46.642516|Complete|Female|20s|8|wavs/recorded_audio_0uf1UXQ.webm|3
1157|Full maturity is not reached for up to four years.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Full} and {four years}.|Disgust|2022-08-19 10:06:13.678674|Complete|Female|20s|3|wavs/recorded_audio_BwTRXNh.webm|3
1158|"Edwards received four Emmy nominations for ""Outstanding Lead Actor in a Drama Series""."|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {four Emmy nominations}, {Outstanding} and {Drama}.|Disgust|2022-08-19 10:07:06.669933|Complete|Female|20s|4|wavs/recorded_audio_J3J1far.webm|3
1159|Alexanders is native to the Mediterranean but is able to thrive farther north.|Placing emphasis on {native}, {but} and {thrive}, {user_id} said {transcription}, in an {emotion} voice.|Excited|2022-08-19 10:08:21.991814|Complete|Female|20s|8|wavs/recorded_audio_XWoW7S8.webm|3
1160|The name was changed to Enron Corporation just six months later.|Placing emphasis on {just six months}, {user_id} said {transcription}, in an {emotion} voice.|Happy|2022-08-19 10:08:49.720703|Complete|Female|20s|2|wavs/recorded_audio_smsRuz7.webm|3
1161|A twin of this stele was recently discovered in the now-submerged city of Heracleion.|Placing emphasis on {recently}, {user_id} said {transcription}, in an {emotion} voice.|Happy|2022-08-19 10:11:10.528834|Complete|Female|20s|1|wavs/recorded_audio_EQtO89a.webm|3
